interaction_id,session_id,user_id,timestamp_utc,split,channel,use_case,country_code,region,account_tier,segment,instruction_template,model_provider,model_name,temperature,top_p,max_tokens,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,response_quality_score,is_failure,failure_type,hallucination_flag,toxicity_flag,safety_block_flag,formatting_error_flag,tool_error_flag,latency_timeout_flag,tool_calls_count,tools_used,user_feedback_score,user_feedback_label,user_reported_issue,retry_index,repair_strategy,final_resolution_state,business_impact_tag,request_text,response_text_snippet,tokens_per_second,date_utc,hour_of_day_utc,day_of_week,is_weekend,is_peak_hour,prompt_to_completion_ratio,request_text_template,instruction_text,user_feedback_observed,prompt_id,response_text_snippet_len_chars,response_text_snippet_is_truncated
INT006978,S00706,U00431,2025-04-18 04:34:31+00:00,train,api,customer_support,US,AMER,free,enterprise_team,analytics_helper,openai,gpt-4o-mini,0.433,0.861,1536,951,445,1396,1681,0.02792,0.98,False,none,False,False,False,False,False,False,3,code_run|email_send|workflow_orchestrator,,no_feedback,False,0,none,auto_resolved,low,"I'm stuck on this and need some guidance: I need a short, friendly reply to a customer who is asking about the status of their refund. A short, clear answer would be ideal.","Here's a clear, step-by-step answer. Goal: handle billing dispute reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. - Use schema validation...",830.4580606781677,2025-04-18,4,4,False,False,2.1371,"I need a short, friendly reply to a customer who is asking about the status of their refund.","You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,598eba0ae15195966a9835b68c542f0b34fb88e4,246,True
INT006979,S00512,U00389,2025-04-17 12:07:21+00:00,train,web_app,data_analysis,EG,EMEA,free,individual,support_strict,local,custom-local-8b,0.267,0.831,512,909,378,1287,1861,0.00516,0.856,False,none,False,False,False,False,False,False,1,knowledge_lookup,2.0,positive,False,0,none,auto_resolved,medium,Can you suggest a few plots to explore churn risk in this dataset of subscriptions? Please explain step by step.,"We can make this robust with a few changes. Goal: handle user satisfaction reliably, with guardrails for formatting and failure handling. Plan: - Add telemetry fields for latency/tokens/cost so you can debug regressions quickly. -...",691.5636754433101,2025-04-17,12,3,False,True,2.4048,Can you suggest a few plots to explore churn risk in this dataset of subscriptions?,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,a15ac130f4f428f0efac738d5c68655674fccc6e,233,True
INT006980,S00124,U00154,2025-02-03 08:45:06+00:00,train,web_app,data_analysis,GB,EMEA,free,individual,general_assistant,meta,llama-3.1-70b,0.156,0.929,256,731,57,788,1530,0.1576,0.873,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,high,"Help me compute the conversion rate per marketing channel and highlight the top 3 performers. I'd like a practical, engineering-focused answer.","Let's make the behavior deterministic and observable. Goal: handle error rate reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. -...",515.0326797385621,2025-02-03,8,0,False,False,12.8246,Help me compute the conversion rate per marketing channel and highlight the top 3 performers.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",False,0af51e7e9a94eeacb4db5e80369428b0b639dc4e,232,True
INT006981,S00467,U00016,2025-04-22 01:00:58+00:00,val,mobile_app,coding_assistant,GB,EMEA,free,individual,general_assistant,mistral,mistral-large,0.346,0.898,512,287,465,752,1203,0.09024,0.526,True,tool_error,False,False,False,False,True,False,1,tool_invocation_failed,-1.0,negative,True,0,decompose_task,escalated_to_human,medium,Context for you: I'm getting a Go error: `NullPointerException`. Can you explain what it means and how to fix it?,We can make this robust with a few changes. Let's stabilize it. Signal: tool_error while working on JSON schema validation. Quick diagnosis: Validate tool arguments before calling the tool; reject invalid calls early. Recommended actions: -...,625.1039068994181,2025-04-22,1,1,False,False,0.6172,I'm getting a Go error: `NullPointerException`. Can you explain what it means and how to fix it?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",True,3ddc6acb5986d68a027a4c760a5adfbe894b8deb,243,True
INT006982,S01492,U00327,2025-03-23 23:35:02+00:00,train,api,internal_qa,DE,EMEA,free,individual,creative_writer,local,custom-local-8b,0.616,0.96,1536,1122,630,1752,923,0.007,0.677,False,none,False,False,False,False,False,False,0,none,0.0,neutral,False,0,none,abandoned,high,"I'm stuck on this and need some guidance: Summarise this internal security policy into three bullet points for non-technical employees. A short, clear answer would be ideal.","Here are the guardrails I'd put in place. Goal: handle tool failures reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Start by writing a small...",1898.1581798483203,2025-03-23,23,6,True,False,1.781,Summarise this internal security policy into three bullet points for non-technical employees.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,3ee501c0eea07616af572d79e74d4f247c4b4851,248,True
INT006983,S00350,U00026,2025-02-19 10:41:06+00:00,train,web_app,internal_qa,FR,EMEA,enterprise,individual,code_assistant_secure,mistral,mistral-large,0.415,0.868,1024,1382,799,2181,615,0.26172,0.716,False,none,False,False,False,False,False,False,0,none,1.0,positive,False,0,none,auto_resolved,low,I'm working on something and need help: Check this draft announcement for any confusing or inconsistent statements.,"Here's the clean way to approach it. Goal: handle latency reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for latency and add tests before...",3546.3414634146343,2025-02-19,10,2,False,True,1.7297,Check this draft announcement for any confusing or inconsistent statements.,"You are an internal knowledge assistant helping teammates navigate documentation, policies, and internal tools. Be precise, concise, and point to relevant information and next steps.",True,aa53b49d0d254b7716206a79226e020b55eab93b,207,True
INT006984,S00595,U00016,2025-04-22 17:20:35+00:00,train,mobile_app,coding_assistant,GB,EMEA,free,individual,internal_policy_qa,google,gemini-1.5-pro,0.257,0.826,768,554,180,734,1139,0.2348799999999999,0.552,True,hallucination,True,False,False,False,False,False,0,none,,no_feedback,True,0,regenerate_with_lower_temp,escalated_to_human,critical,I'm working on something and need help: Can you refactor this function to be more readable and efficient while keeping the same behaviour? Please explain step by step.,Here's the clean way to approach it. Signal: hallucination while working on async I/O pitfalls. Quick diagnosis: Refuse when confidence is low; avoid confident guesses. Recommended actions: -...,644.4249341527656,2025-04-22,17,1,False,True,3.0778,Can you refactor this function to be more readable and efficient while keeping the same behaviour?,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,f84eff1764fee544ced395082209fcd5e43e6a0c,194,True
INT006985,S00968,U00432,2025-03-30 18:14:18+00:00,train,web_app,customer_support,EG,EMEA,free,team,creative_writer,anthropic,claude-3.5-sonnet,0.951,0.965,512,689,407,1096,3681,0.35072,0.627,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,Context for you: A user says they were double charged this month. Help me draft a clear explanation and next steps. Please explain step by step.,"Let's turn this into a reliable workflow. Goal: handle login issues reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. - Add telemetry fields for...",297.7451779407769,2025-03-30,18,6,True,True,1.6929,A user says they were double charged this month. Help me draft a clear explanation and next steps.,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",False,7a490bfafd7436aea43a528e9fe4cb6db10b9a6b,247,True
INT006986,S01503,U00068,2025-04-26 13:58:34+00:00,train,api,customer_support,CA,AMER,pro,individual,analytics_helper,openai,gpt-4.1,0.492,0.967,256,968,256,1224,827,0.4896,0.351,True,hallucination,True,False,False,False,False,False,1,workflow_orchestrator,-2.0,negative,False,0,decompose_task,escalated_to_human,medium,"I'm working on something and need help: Our customer is getting an error when trying to log in to their account. Can you help me debug this? A short, clear answer would be ideal.",This is a common pattern; the fix is straightforward. Signal: hallucination while working on unexpected charge. Quick diagnosis: Refuse when confidence is low; avoid confident guesses. Recommended actions: - Add unit...,1480.0483675937123,2025-04-26,13,5,True,True,3.7812,Our customer is getting an error when trying to log in to their account. Can you help me debug this?,"You are a helpful customer support assistant for a SaaS product. Answer clearly, empathetically, and step-by-step while keeping the response concise and practical.",True,598eba0ae15195966a9835b68c542f0b34fb88e4,219,True
INT006987,S01293,U00248,2025-04-22 18:20:11+00:00,train,api,data_analysis,BR,AMER,free,team,internal_policy_qa,meta,llama-3.1-70b,0.287,0.921,1024,424,164,588,1634,0.1176,0.84,False,none,False,False,False,False,False,False,0,none,0.0,neutral,False,1,manual_post_edit,auto_resolved,low,I'm working on something and need help: Follow-up: the previous reply did not fully solve the issue. I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type.,"Below is a practical plan you can execute. Goal: handle latency p95 reliably, with guardrails for formatting and failure handling. Plan: - Use schema validation (e.g., Pydantic) to prevent bad inputs from propagating. -...",359.8531211750306,2025-04-22,18,1,False,True,2.5854,Follow-up: the previous reply did not fully solve the issue. I have a CSV with user sessions. Show me a quick breakdown of sessions per country and device type.,"You are a data analysis assistant helping users reason about data, metrics, and models. Explain trade-offs, outline steps, and keep the language accessible but precise.",True,62646e5a7026d4f68ab1867a730451326aa3b664,222,True
INT006988,S00313,U00434,2025-03-24 11:03:00+00:00,train,mobile_app,coding_assistant,AE,EMEA,pro,team,code_assistant_secure,mistral,mistral-large,0.056,0.899,2048,1379,681,2060,1162,0.2471999999999999,0.756,False,none,False,False,False,False,False,False,0,none,,no_feedback,False,0,none,auto_resolved,medium,Quick question: Write a small example that shows how to handle exceptions properly in C#. Can you walk me through a good solution?,"Here's what I'd implement in production. Goal: handle rate limiting reliably, with guardrails for formatting and failure handling. Plan: - Start by writing a small function boundary for rate limiting and add tests before optimizing. - Use schema...",1772.8055077452668,2025-03-24,11,0,False,True,2.025,Write a small example that shows how to handle exceptions properly in C#.,"You are a senior software engineer helping users with code, debugging, and best practices. Provide clear explanations, structured steps, and high-quality code examples when relevant.",False,52eadb52b3319d2dab569ce8fb653a0bee56a90f,248,True
